flow_id,packets,bytes,duration,avg_pkt_size,throughput,syn_count,ack_count,fin_count,rst_count,small_packet_ratio,pkt_size_var,interarrival_var,throughput_per_packet,class
124.237.176.128:443-61.139.26.122:60842-6,7.0,1246.0,33.1434907913208,178.0,37.594108835581274,0.0,6.0,2.0,1.0,0.8571428571428571,67175.71428571429,45.914924884387744,5.3705869765116105,network-storage
61.139.26.122:60842-124.237.176.128:443-6,6.0,420.0,30.103529930114746,70.0,13.951852190591227,0.0,6.0,0.0,0.0,1.0,32.0,54.20291141566368,2.325308698431871,network-storage
180.97.33.83:443-61.139.26.122:39366-6,17.0,8516.0,30.141499042510986,500.94117647058823,282.5340567165952,1.0,17.0,2.0,0.0,0.5294117647058824,340263.82006920414,24.580164082241467,16.619650395093835,network-storage
61.139.26.122:39366-180.97.33.83:443-6,18.0,2414.0,85.83491587638855,134.11111111111111,28.12375331591654,0.0,18.0,0.0,1.0,0.8333333333333334,29664.098765432103,183.37196781707965,1.5624307397731412,network-storage
192.168.1.4:42192-171.220.246.249:443-6,7.0,842.0,6.084366798400879,120.28571428571429,138.38744899819292,0.0,7.0,0.0,0.0,0.42857142857142855,1606.7755102040815,1.05889764528768,19.76963557117042,network-storage
220.181.107.169:443-61.139.26.122:54576-6,10.0,5708.0,3.546841859817505,570.8,1609.3190014098043,0.0,10.0,2.0,0.0,0.5,250273.56,0.270050601130877,160.93190014098042,network-storage
192.168.1.4:54576-220.181.107.169:443-6,10.0,835.0,3.2218241691589355,83.5,259.1699472594057,0.0,10.0,0.0,0.0,1.0,90.25,0.060763793515768424,25.916994725940572,network-storage
14.215.177.90:443-61.139.26.122:45494-6,23.0,4513.0,9.366281986236572,196.2173913043478,481.8347351309407,0.0,23.0,1.0,0.0,0.6521739130434783,97533.90926275993,0.6350538489156723,20.949336310040902,network-storage
180.97.33.83:0-61.139.26.122:0-6,8.0,480.0,1.5272691249847412,60.0,314.2864555746163,0.0,0.0,0.0,0.0,1.0,0.0,0.25724448099073266,39.28580694682704,network-storage
61.139.26.122:45504-14.215.177.90:443-6,25.0,3484.0,3.4363391399383545,139.36,1013.8696613229218,1.0,24.0,0.0,1.0,0.88,54406.9504,0.19585826786774863,40.55478645291687,network-storage
80.76.51.163:39014-61.139.26.122:53413-17,1.0,67.0,0.0,67.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,67.0,network-storage
118.121.194.211:443-61.139.26.122:54298-6,5.0,465.0,12.77501106262207,93.0,36.399185700944415,0.0,5.0,5.0,0.0,1.0,0.0,5.392904328178133,7.279837140188883,network-storage
14.215.177.90:443-61.139.26.122:45504-6,24.0,20207.0,1.3532800674438477,841.9583333333334,14931.868492061758,1.0,24.0,1.0,0.0,0.2916666666666667,359636.9565972222,0.04220556509722382,622.16118716924,network-storage
114.111.28.213:443-61.139.26.122:51346-6,1.0,62.0,0.0,62.0,62.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,62.0,network-storage
114.111.31.4:443-61.139.26.122:57630-6,1.0,62.0,0.0,62.0,62.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,62.0,network-storage
14.215.177.90:0-61.139.26.122:0-6,41.0,2460.0,233.61849284172058,60.0,10.529988315893641,0.0,0.0,0.0,0.0,1.0,0.0,644.2051018306324,0.25682898331447906,network-storage
61.139.26.122:45494-14.215.177.90:443-6,35.0,29415.0,9.264328002929688,840.4285714285714,3175.081882970681,0.0,31.0,1.0,4.0,0.4,443286.93061224476,0.42889939688046735,90.71662522773374,network-storage
114.111.31.4:443-61.139.26.122:57632-6,1.0,62.0,0.0,62.0,62.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,62.0,network-storage
61.139.26.122:53654-36.110.192.30:443-6,19.0,5450.0,4.106952905654907,286.8421052631579,1327.017895066641,0.0,15.0,1.0,4.0,0.631578947368421,96854.6592797784,0.48719464773826293,69.84304710877058,network-storage
36.110.192.30:443-61.139.26.122:53654-6,18.0,3944.0,4.0629448890686035,219.11111111111111,970.7244640731834,0.0,18.0,1.0,0.0,0.6111111111111112,50706.76543209877,0.5471363644041386,53.92913689295463,network-storage
61.139.26.122:53664-36.110.192.30:443-6,21.0,3004.0,3.124119997024536,143.04761904761904,961.5507736133886,1.0,20.0,0.0,1.0,0.8571428571428571,47096.997732426295,0.21028957504588258,45.78813207682803,network-storage
61.139.26.122:60850-124.237.176.128:443-6,17.0,2740.0,30.232996225357056,161.1764705882353,90.62945596182438,1.0,16.0,0.0,0.0,0.8235294117647058,64815.43944636678,24.568098638025276,5.33114446834261,network-storage
36.110.192.30:443-61.139.26.122:53664-6,19.0,11903.0,1.0837140083312988,626.4736842105264,10983.52508917756,1.0,19.0,2.0,0.0,0.47368421052631576,412419.93351800554,0.04108199761226514,578.0802678514505,network-storage
61.139.26.122:54564-220.181.107.169:443-6,7.0,465.0,0.06684708595275879,66.42857142857143,6956.174579227255,0.0,2.0,1.0,5.0,1.0,117.67346938775506,0.00023033103621609521,993.7392256038936,network-storage
124.237.176.128:443-61.139.26.122:60850-6,19.0,9077.0,33.23861002922058,477.7368421052632,273.0860283273057,1.0,18.0,2.0,1.0,0.5263157894736842,288313.1412742383,22.053067158417868,14.37294885933188,network-storage
36.110.192.30:0-61.139.26.122:0-6,9.0,540.0,86.70074319839478,60.0,6.228320312829774,0.0,0.0,0.0,0.0,1.0,0.0,821.2936999446051,0.6920355903144193,network-storage
220.181.107.169:443-61.139.26.122:54564-6,5.0,341.0,0.030217885971069336,68.2,11284.70735267431,0.0,5.0,2.0,0.0,1.0,153.76000000000002,0.00017118130194759829,2256.9414705348618,network-storage
124.237.176.128:0-61.139.26.122:0-6,38.0,2280.0,233.3432960510254,60.0,9.771011375023306,0.0,0.0,0.0,0.0,1.0,0.0,585.4996421904641,0.257131878290087,network-storage
61.139.26.122:45000-36.110.192.132:443-6,6.0,403.0,0.039269208908081055,67.16666666666667,10262.49347022288,0.0,2.0,1.0,4.0,1.0,133.4722222222222,0.000234677654693769,1710.41557837048,network-storage
36.110.192.132:443-61.139.26.122:45000-6,4.0,279.0,0.0001220703125,69.75,2285568.0,0.0,4.0,1.0,0.0,1.0,180.1875,3.2343652694382605e-09,571392.0,network-storage
61.139.26.122:48298-61.139.2.69:53-17,97.0,8617.0,299.90588903427124,88.83505154639175,28.732346763005065,0.0,0.0,0.0,0.0,0.8969072164948454,42.941864172600695,44.92272832592537,0.2962097604433512,network-storage
171.220.246.249:443-61.139.26.122:42192-6,8.0,5130.0,12.241000890731812,641.25,419.083377723152,0.0,7.0,1.0,1.0,0.5,456925.9375,2.6678450066491846,52.385422215394,network-storage
171.220.246.249:0-61.139.26.122:0-6,3.0,180.0,4.9931159019470215,60.0,36.0496338428296,0.0,0.0,0.0,0.0,1.0,0.0,0.693084403180876,12.016544614276533,network-storage
61.139.2.69:53-61.139.26.122:48298-17,95.0,17210.0,299.76278805732727,181.1578947368421,57.412062756464366,0.0,0.0,0.0,0.0,0.11578947368421053,12241.01717451524,45.79064751944747,0.6043375026996249,network-storage
61.139.26.122:41250-14.215.178.94:443-6,20.0,2539.0,6.015074968338013,126.95,422.1061272494057,1.0,15.0,1.0,4.0,0.8,19709.847500000003,0.7604722002722545,21.105306362470284,network-storage
14.215.178.94:443-61.139.26.122:41250-6,19.0,10206.0,5.974393129348755,537.1578947368421,1708.2906630070586,1.0,19.0,1.0,0.0,0.47368421052631576,304091.8171745153,0.823665461913254,89.91003489510835,network-storage
61.139.26.122:37970-180.101.212.11:80-6,17.0,1380.0,86.7991828918457,81.17647058823529,15.898767177561107,1.0,16.0,1.0,0.0,0.8823529411764706,2121.7923875432516,49.0534049174339,0.935221598680065,network-storage
11.206.19.130:2103-148.21.193.203:2103-17,61.0,8784.0,300.2620220184326,144.0,29.25444896744472,0.0,0.0,0.0,0.0,0.0,0.0,2.3559737024293607e-06,0.4795811306138479,network-storage
180.101.212.11:80-61.139.26.122:37970-6,17.0,1089.0,86.80047106742859,64.05882352941177,12.54601486153272,1.0,16.0,2.0,1.0,1.0,23.702422145328722,49.00317307542158,0.738000874207807,network-storage
14.215.178.94:0-61.139.26.122:0-6,6.0,360.0,88.05548000335693,60.0,4.088331583522976,0.0,0.0,0.0,0.0,1.0,0.0,1240.585753861789,0.6813885972538293,network-storage
59.82.121.222:443-61.139.26.122:59538-6,6.0,572.0,105.48530793190002,95.33333333333333,5.422556100127953,0.0,5.0,0.0,1.0,0.16666666666666666,222.22222222222226,1197.6154143692356,0.9037593500213256,network-storage
192.168.1.4:60800-124.237.176.128:443-6,7.0,3702.0,28.209848165512085,528.8571428571429,131.2307665847658,0.0,7.0,0.0,0.0,0.42857142857142855,279869.55102040817,25.733800248030576,18.74725236925226,network-storage
61.139.26.122:38734-58.49.196.231:443-6,30.0,26072.0,5.432053089141846,869.0666666666667,4799.65854017801,1.0,29.0,1.0,0.0,0.36666666666666664,474168.72888888884,0.8847864023838321,159.9886180059337,network-storage
58.49.196.231:443-61.139.26.122:38734-6,16.0,6911.0,13.268800020217896,431.9375,520.8458933339557,1.0,14.0,1.0,2.0,0.625,317138.30859375,5.125648805858576,32.55286833337223,network-storage
58.49.196.231:0-61.139.26.122:0-6,3.0,180.0,0.0022079944610595703,60.0,81521.9436345967,0.0,0.0,0.0,0.0,1.0,0.0,9.56237172999863e-07,27173.98121153223,network-storage
73.211.24.78:56970-1.125.129.251:53-17,1.0,77.0,0.0,77.0,77.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,77.0,network-storage
61.139.26.122:45518-14.215.177.90:443-6,28.0,13868.0,12.632874965667725,495.2857142857143,1097.7707004691304,1.0,23.0,1.0,4.0,0.5357142857142857,318578.2755102041,2.2680659796623197,39.20609644532608,network-storage
1.125.129.251:53-73.211.24.78:56970-17,1.0,77.0,0.0,77.0,77.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,77.0,network-storage
73.211.24.78:57453-1.125.129.251:53-17,1.0,77.0,0.0,77.0,77.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,77.0,network-storage
1.125.129.251:53-73.211.24.78:57453-17,1.0,77.0,0.0,77.0,77.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,77.0,network-storage
14.215.177.90:443-61.139.26.122:45518-6,20.0,4143.0,12.595011949539185,207.15,328.9397434951684,1.0,20.0,1.0,0.0,0.65,51382.4275,3.1945428816276205,16.44698717475842,network-storage
170.187.187.135:55420-61.139.26.122:37707-6,2.0,124.0,0.37107396125793457,62.0,334.1651879308428,1.0,0.0,0.0,1.0,1.0,0.0,0.0,167.0825939654214,network-storage
61.139.26.122:37707-170.187.187.135:55420-6,1.0,62.0,0.0,62.0,62.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,62.0,network-storage
61.139.26.122:39384-180.97.33.83:443-6,19.0,2396.0,84.28358697891235,126.10526315789474,28.427836140854758,1.0,18.0,0.0,1.0,0.8421052631578947,23235.462603878117,165.60690986184605,1.4962019021502504,network-storage
61.139.26.122:53324-14.119.104.19:443-6,20.0,2490.0,30.222800970077515,124.5,82.38812817069,1.0,19.0,0.0,0.0,0.85,22482.65,21.092774016414737,4.1194064085345,network-storage
180.97.33.83:443-61.139.26.122:39384-6,17.0,8507.0,30.152406930923462,500.4117647058824,282.1333639960749,1.0,17.0,2.0,0.0,0.5294117647058824,340182.4775086505,24.58564484131572,16.596080235063226,network-storage
14.119.104.19:443-61.139.26.122:53324-6,20.0,11947.0,33.22841811180115,597.35,359.54164172976374,1.0,19.0,2.0,1.0,0.5,407574.3275,21.118622557528383,17.97708208648819,network-storage
14.119.104.19:0-61.139.26.122:0-6,14.0,840.0,96.92122292518616,60.0,8.66683245060165,0.0,0.0,0.0,0.0,1.0,0.0,545.0603853549699,0.6190594607572607,network-storage
92.63.197.157:57961-61.139.26.122:1951-6,2.0,124.0,0.24559998512268066,62.0,504.88602406901714,1.0,0.0,0.0,1.0,1.0,0.0,0.0,252.44301203450857,network-storage
