window_start,window_end,packets,bytes,duration,avg_pkt_size,throughput,pkt_rate,class
1693899612.966343,1693899613.966343,2,330,1.000000,165.0,3.3E+2,2,instant-message
1693899613.966343,1693899614.966343,6,743,1.000000,123.83333333333333,743,6,instant-message
1693899614.966343,1693899615.966343,2,124,1.000000,62.0,124,2,instant-message
1693899615.966343,1693899616.966343,2,206,1.000000,103.0,206,2,instant-message
1693899616.966343,1693899617.966343,1,60,1.000000,60.0,6E+1,1,instant-message
1693899617.966343,1693899618.966343,3,186,1.000000,62.0,186,3,instant-message
1693899618.966343,1693899619.966343,9,1325,1.000000,147.22222222222223,1325,9,instant-message
1693899619.966343,1693899620.966343,20,1806,1.000000,90.3,1806,2E+1,instant-message
1693899620.966343,1693899621.966343,4,438,1.000000,109.5,438,4,instant-message
1693899621.966343,1693899622.966343,8,5988,1.000000,748.5,5988,8,instant-message
1693899622.966343,1693899623.966343,6,880,1.000000,146.66666666666666,8.8E+2,6,instant-message
1693899623.966343,1693899624.966343,3,255,1.000000,85.0,255,3,instant-message
1693899624.966343,1693899625.966343,8,828,1.000000,103.5,828,8,instant-message
1693899625.966343,1693899626.966343,8,568,1.000000,71.0,568,8,instant-message
1693899626.966343,1693899627.966343,7,450,1.000000,64.28571428571429,4.5E+2,7,instant-message
1693899627.966343,1693899628.966343,9,1446,1.000000,160.66666666666666,1446,9,instant-message
1693899628.966343,1693899629.966343,5,775,1.000000,155.0,775,5,instant-message
1693899630.966343,1693899631.966343,71,17514,1.000000,246.67605633802816,17514,71,instant-message
1693899631.966343,1693899632.966343,12,4734,1.000000,394.5,4734,12,instant-message
1693899632.966343,1693899633.966343,3,366,1.000000,122.0,366,3,instant-message
1693899633.966343,1693899634.966343,11,4103,1.000000,373.0,4103,11,instant-message
1693899634.966343,1693899635.966343,1,62,1.000000,62.0,62,1,instant-message
1693899635.966343,1693899636.966343,1,144,1.000000,144.0,144,1,instant-message
1693899636.966343,1693899637.966343,2,426,1.000000,213.0,426,2,instant-message
1693899638.966343,1693899639.966343,23,3525,1.000000,153.2608695652174,3525,23,instant-message
1693899639.966343,1693899640.966343,5,322,1.000000,64.4,322,5,instant-message
1693899640.966343,1693899641.966343,3,272,1.000000,90.66666666666667,272,3,instant-message
1693899641.966343,1693899642.966343,22,9120,1.000000,414.54545454545456,9.12E+3,22,instant-message
1693899642.966343,1693899643.966343,254,153734,1.000000,605.2519685039371,153734,254,instant-message
1693899643.966343,1693899644.966343,31,5961,1.000000,192.29032258064515,5961,31,instant-message
1693899645.966343,1693899646.966343,9,1696,1.000000,188.44444444444446,1696,9,instant-message
1693899646.966343,1693899647.966343,2,426,1.000000,213.0,426,2,instant-message
1693899647.966343,1693899648.966343,62,20440,1.000000,329.6774193548387,2.044E+4,62,instant-message
1693899648.966343,1693899649.966343,1,131,1.000000,131.0,131,1,instant-message
1693899649.966343,1693899650.966343,1,78,1.000000,78.0,78,1,instant-message
1693899650.966343,1693899651.966343,9,1696,1.000000,188.44444444444446,1696,9,instant-message
1693899651.966343,1693899652.966343,6,3190,1.000000,531.6666666666666,3.19E+3,6,instant-message
1693899652.966343,1693899653.966343,1,60,1.000000,60.0,6E+1,1,instant-message
1693899653.966343,1693899654.966343,1,131,1.000000,131.0,131,1,instant-message
1693899654.966343,1693899655.966343,254,55105,1.000000,216.9488188976378,55105,254,instant-message
1693899655.966343,1693899656.966343,653,210014,1.000000,321.61408882082696,210014,653,instant-message
1693899657.966343,1693899658.966343,364,106699,1.000000,293.1291208791209,106699,364,instant-message
1693899658.966343,1693899659.966343,281,105996,1.000000,377.20996441281136,105996,281,instant-message
1693899659.966343,1693899660.966343,8,1288,1.000000,161.0,1288,8,instant-message
1693899660.966343,1693899661.966343,5,788,1.000000,157.6,788,5,instant-message
1693899661.966343,1693899662.966343,169,95508,1.000000,565.1360946745563,95508,169,instant-message
1693899662.966343,1693899663.966343,38,4282,1.000000,112.6842105263158,4282,38,instant-message
1693899663.966343,1693899664.966343,3,557,1.000000,185.66666666666666,557,3,instant-message
1693899664.966343,1693899665.966343,3,186,1.000000,62.0,186,3,instant-message
1693899665.966343,1693899666.966343,6,454,1.000000,75.66666666666667,454,6,instant-message
1693899666.966343,1693899667.966343,23,6012,1.000000,261.39130434782606,6012,23,instant-message
1693899667.966343,1693899668.966343,2343,1315585,1.000000,561.4959453691848,1315585,2343,instant-message
1693899668.966343,1693899669.966343,7,805,1.000000,115.0,805,7,instant-message
1693899669.966343,1693899670.966343,19,4839,1.000000,254.68421052631578,4839,19,instant-message
