window_start,window_end,packets,bytes,duration,avg_pkt_size,throughput,pkt_rate,class
1693896995.195161,1693896996.195161,21,9753,1.000000,464.42857142857144,9753,21,network-storage
1693896996.195161,1693896997.195161,25,9090,1.000000,363.6,9.09E+3,25,network-storage
1693896997.195161,1693896998.195161,18,8684,1.000000,482.44444444444446,8684,18,network-storage
1693896998.195161,1693896999.195161,15,8119,1.000000,541.2666666666667,8119,15,network-storage
1693896999.195161,1693897000.195161,26,8805,1.000000,338.65384615384613,8805,26,network-storage
1693897000.195161,1693897001.195161,21,8581,1.000000,408.6190476190476,8581,21,network-storage
1693897001.195161,1693897002.195161,18,8875,1.000000,493.05555555555554,8875,18,network-storage
1693897002.195161,1693897003.195161,20,8535,1.000000,426.75,8535,2E+1,network-storage
1693897003.195161,1693897004.195161,25,9629,1.000000,385.16,9629,25,network-storage
1693897004.195161,1693897005.195161,17,8697,1.000000,511.5882352941176,8697,17,network-storage
1693897005.195161,1693897006.195161,17,8242,1.000000,484.8235294117647,8242,17,network-storage
1693897006.195161,1693897007.195161,41,10428,1.000000,254.34146341463415,10428,41,network-storage
1693897007.195161,1693897008.195161,14,7975,1.000000,569.6428571428571,7975,14,network-storage
1693897008.195161,1693897009.195161,17,8243,1.000000,484.88235294117646,8243,17,network-storage
1693897009.195161,1693897010.195161,18,8223,1.000000,456.8333333333333,8223,18,network-storage
1693897010.195161,1693897011.195161,18,8384,1.000000,465.77777777777777,8384,18,network-storage
1693897011.195161,1693897012.195161,17,8223,1.000000,483.70588235294116,8223,17,network-storage
1693897012.195161,1693897013.195161,14,7975,1.000000,569.6428571428571,7975,14,network-storage
1693897013.195161,1693897014.195161,16,8765,1.000000,547.8125,8765,16,network-storage
1693897014.195161,1693897015.195161,27,10407,1.000000,385.44444444444446,10407,27,network-storage
1693897015.195161,1693897016.195161,33,9957,1.000000,301.72727272727275,9957,33,network-storage
1693897016.195161,1693897017.195161,24,10459,1.000000,435.7916666666667,10459,24,network-storage
1693897017.195161,1693897018.195161,26,9859,1.000000,379.1923076923077,9859,26,network-storage
1693897018.195161,1693897019.195161,23,8743,1.000000,380.1304347826087,8743,23,network-storage
1693897019.195161,1693897020.195161,16,8202,1.000000,512.625,8202,16,network-storage
1693897020.195161,1693897021.195161,16,8254,1.000000,515.875,8254,16,network-storage
1693897021.195161,1693897022.195161,21,11671,1.000000,555.7619047619048,11671,21,network-storage
1693897022.195161,1693897023.195161,14,7939,1.000000,567.0714285714286,7939,14,network-storage
1693897023.195161,1693897024.195161,6,490,1.000000,81.66666666666667,4.9E+2,6,network-storage
1693897024.195161,1693897025.195161,16,8786,1.000000,549.125,8786,16,network-storage
1693897025.195161,1693897026.195161,21,8716,1.000000,415.04761904761904,8716,21,network-storage
1693897026.195161,1693897027.195161,15,8105,1.000000,540.3333333333334,8105,15,network-storage
1693897027.195161,1693897028.195161,19,9593,1.000000,504.89473684210526,9593,19,network-storage
1693897028.195161,1693897029.195161,23,11253,1.000000,489.2608695652174,11253,23,network-storage
1693897029.195161,1693897030.195161,20,11676,1.000000,583.8,11676,2E+1,network-storage
1693897030.195161,1693897031.195161,23,9035,1.000000,392.82608695652175,9035,23,network-storage
1693897031.195161,1693897032.195161,17,10481,1.000000,616.5294117647059,10481,17,network-storage
1693897032.195161,1693897033.195161,16,8158,1.000000,509.875,8158,16,network-storage
1693897033.195161,1693897034.195161,19,8422,1.000000,443.2631578947368,8422,19,network-storage
1693897034.195161,1693897035.195161,15,8140,1.000000,542.6666666666666,8.14E+3,15,network-storage
1693897035.195161,1693897036.195161,20,10754,1.000000,537.7,10754,2E+1,network-storage
1693897036.195161,1693897037.195161,29,13104,1.000000,451.86206896551727,13104,29,network-storage
1693897037.195161,1693897038.195161,16,8099,1.000000,506.1875,8099,16,network-storage
1693897038.195161,1693897039.195161,22,8630,1.000000,392.27272727272725,8.63E+3,22,network-storage
1693897039.195161,1693897040.195161,19,11158,1.000000,587.2631578947369,11158,19,network-storage
1693897040.195161,1693897041.195161,18,8390,1.000000,466.1111111111111,8.39E+3,18,network-storage
1693897041.195161,1693897042.195161,15,8105,1.000000,540.3333333333334,8105,15,network-storage
1693897042.195161,1693897043.195161,14,7975,1.000000,569.6428571428571,7975,14,network-storage
1693897043.195161,1693897044.195161,17,10495,1.000000,617.3529411764706,10495,17,network-storage
1693897044.195161,1693897045.195161,24,8607,1.000000,358.625,8607,24,network-storage
1693897045.195161,1693897046.195161,17,8419,1.000000,495.2352941176471,8419,17,network-storage
1693897046.195161,1693897047.195161,17,8229,1.000000,484.05882352941177,8229,17,network-storage
1693897047.195161,1693897048.195161,18,10670,1.000000,592.7777777777778,1.067E+4,18,network-storage
1693897048.195161,1693897049.195161,19,9054,1.000000,476.5263157894737,9054,19,network-storage
1693897049.195161,1693897050.195161,22,8623,1.000000,391.95454545454544,8623,22,network-storage
1693897050.195161,1693897051.195161,16,8254,1.000000,515.875,8254,16,network-storage
1693897051.195161,1693897052.195161,20,11215,1.000000,560.75,11215,2E+1,network-storage
1693897052.195161,1693897053.195161,17,8161,1.000000,480.05882352941177,8161,17,network-storage
1693897053.195161,1693897054.195161,17,8243,1.000000,484.88235294117646,8243,17,network-storage
1693897054.195161,1693897055.195161,14,7975,1.000000,569.6428571428571,7975,14,network-storage
1693897055.195161,1693897056.195161,18,10630,1.000000,590.5555555555555,1.063E+4,18,network-storage
1693897056.195161,1693897057.195161,124,47135,1.000000,380.1209677419355,47135,124,network-storage
1693897057.195161,1693897058.195161,43,13604,1.000000,316.3720930232558,13604,43,network-storage
1693897058.195161,1693897059.195161,28,11460,1.000000,409.2857142857143,1.146E+4,28,network-storage
1693897059.195161,1693897060.195161,27,11234,1.000000,416.0740740740741,11234,27,network-storage
1693897060.195161,1693897061.195161,28,9697,1.000000,346.32142857142856,9697,28,network-storage
1693897061.195161,1693897062.195161,17,8280,1.000000,487.05882352941177,8.28E+3,17,network-storage
1693897062.195161,1693897063.195161,23,9432,1.000000,410.0869565217391,9432,23,network-storage
1693897063.195161,1693897064.195161,19,11644,1.000000,612.8421052631579,11644,19,network-storage
1693897064.195161,1693897065.195161,17,8161,1.000000,480.05882352941177,8161,17,network-storage
1693897065.195161,1693897066.195161,25,9382,1.000000,375.28,9382,25,network-storage
1693897066.195161,1693897067.195161,161,65654,1.000000,407.7888198757764,65654,161,network-storage
1693897067.195161,1693897068.195161,167,89270,1.000000,534.5508982035929,8.927E+4,167,network-storage
1693897068.195161,1693897069.195161,24,9796,1.000000,408.1666666666667,9796,24,network-storage
1693897069.195161,1693897070.195161,40,20330,1.000000,508.25,2.033E+4,4E+1,network-storage
1693897070.195161,1693897071.195161,21,8564,1.000000,407.8095238095238,8564,21,network-storage
1693897071.195161,1693897072.195161,21,10729,1.000000,510.9047619047619,10729,21,network-storage
1693897072.195161,1693897073.195161,16,8683,1.000000,542.6875,8683,16,network-storage
1693897073.195161,1693897074.195161,26,9051,1.000000,348.11538461538464,9051,26,network-storage
1693897074.195161,1693897075.195161,20,8555,1.000000,427.75,8555,2E+1,network-storage
1693897075.195161,1693897076.195161,54,14025,1.000000,259.72222222222223,14025,54,network-storage
1693897076.195161,1693897077.195161,27,9005,1.000000,333.51851851851853,9005,27,network-storage
1693897077.195161,1693897078.195161,26,9397,1.000000,361.4230769230769,9397,26,network-storage
1693897078.195161,1693897079.195161,21,8924,1.000000,424.95238095238096,8924,21,network-storage
1693897079.195161,1693897080.195161,502,525227,1.000000,1046.268924302789,525227,502,network-storage
1693897080.195161,1693897081.195161,1033,556610,1.000000,538.8286544046466,5.5661E+5,1033,network-storage
1693897081.195161,1693897082.195161,1368,808537,1.000000,591.0358187134503,808537,1368,network-storage
1693897082.195161,1693897083.195161,84,34724,1.000000,413.3809523809524,34724,84,network-storage
1693897083.195161,1693897084.195161,102,43038,1.000000,421.94117647058823,43038,102,network-storage
1693897084.195161,1693897085.195161,52,21920,1.000000,421.53846153846155,2.192E+4,52,network-storage
1693897085.195161,1693897086.195161,42,17026,1.000000,405.3809523809524,17026,42,network-storage
1693897086.195161,1693897087.195161,34,10106,1.000000,297.2352941176471,10106,34,network-storage
1693897087.195161,1693897088.195161,6,2886,1.000000,481.0,2886,6,network-storage
1693897088.195161,1693897089.195161,16,1267,1.000000,79.1875,1267,16,network-storage
1693897089.195161,1693897090.195161,3,217,1.000000,72.33333333333333,217,3,network-storage
1693897090.195161,1693897091.195161,5,465,1.000000,93.0,465,5,network-storage
1693897091.195161,1693897092.195161,4,2568,1.000000,642.0,2568,4,network-storage
1693897092.195161,1693897093.195161,7,476,1.000000,68.0,476,7,network-storage
1693897093.195161,1693897094.195161,4,1025,1.000000,256.25,1025,4,network-storage
1693897094.195161,1693897095.195161,576,353687,1.000000,614.0399305555555,353687,576,network-storage
1693897095.195161,1693897096.195161,32,14509,1.000000,453.40625,14509,32,network-storage
1693897096.195161,1693897097.195161,12,3418,1.000000,284.8333333333333,3418,12,network-storage
1693897097.195161,1693897098.195161,78,22640,1.000000,290.2564102564103,2.264E+4,78,network-storage
1693897098.195161,1693897099.195161,1641,651714,1.000000,397.14442413162703,651714,1641,network-storage
