window_start,window_end,packets,bytes,duration,avg_pkt_size,throughput,pkt_rate,class
1693898133.251076,1693898134.251076,676,419336,1.000000,620.3195266272189,419336,676,web-browsing
1693898134.251076,1693898135.251076,10,829,1.000000,82.9,829,1E+1,web-browsing
1693898135.251076,1693898136.251076,30,3133,1.000000,104.43333333333334,3133,3E+1,web-browsing
1693898136.251076,1693898137.251076,56,3713,1.000000,66.30357142857143,3713,56,web-browsing
1693898137.251076,1693898138.251076,498,278885,1.000000,560.0100401606426,278885,498,web-browsing
1693898138.251076,1693898139.251076,7,551,1.000000,78.71428571428571,551,7,web-browsing
1693898139.251076,1693898140.251076,690,431470,1.000000,625.3188405797101,4.3147E+5,6.9E+2,web-browsing
1693898140.251076,1693898141.251076,11,835,1.000000,75.9090909090909,835,11,web-browsing
1693898141.251076,1693898142.251076,12,2614,1.000000,217.83333333333334,2614,12,web-browsing
1693898142.251076,1693898143.251076,10,700,1.000000,70.0,7E+2,1E+1,web-browsing
1693898143.251076,1693898144.251076,20,1564,1.000000,78.2,1564,2E+1,web-browsing
1693898144.251076,1693898145.251076,35,2308,1.000000,65.94285714285714,2308,35,web-browsing
1693898145.251076,1693898146.251076,730,452124,1.000000,619.3479452054795,452124,7.3E+2,web-browsing
1693898146.251076,1693898147.251076,9,688,1.000000,76.44444444444444,688,9,web-browsing
1693898147.251076,1693898148.251076,21,1467,1.000000,69.85714285714286,1467,21,web-browsing
1693898148.251076,1693898149.251076,754,464080,1.000000,615.4907161803714,4.6408E+5,754,web-browsing
1693898149.251076,1693898150.251076,1246,694422,1.000000,557.3210272873195,694422,1246,web-browsing
1693898150.251076,1693898151.251076,17,1239,1.000000,72.88235294117646,1239,17,web-browsing
1693898151.251076,1693898152.251076,70,31576,1.000000,451.0857142857143,31576,7E+1,web-browsing
1693898152.251076,1693898153.251076,10,642,1.000000,64.2,642,1E+1,web-browsing
1693898153.251076,1693898154.251076,25,2808,1.000000,112.32,2808,25,web-browsing
1693898154.251076,1693898155.251076,7,564,1.000000,80.57142857142857,564,7,web-browsing
1693898155.251076,1693898156.251076,17,1301,1.000000,76.52941176470588,1301,17,web-browsing
1693898156.251076,1693898157.251076,10,682,1.000000,68.2,682,1E+1,web-browsing
1693898157.251076,1693898158.251076,26,3324,1.000000,127.84615384615384,3324,26,web-browsing
1693898158.251076,1693898159.251076,16,4256,1.000000,266.0,4256,16,web-browsing
1693898159.251076,1693898160.251076,99,9812,1.000000,99.11111111111111,9812,99,web-browsing
1693898160.251076,1693898161.251076,12,818,1.000000,68.16666666666667,818,12,web-browsing
1693898161.251076,1693898162.251076,22,2472,1.000000,112.36363636363636,2472,22,web-browsing
1693898162.251076,1693898163.251076,5,340,1.000000,68.0,3.4E+2,5,web-browsing
1693898163.251076,1693898164.251076,23,1627,1.000000,70.73913043478261,1627,23,web-browsing
1693898164.251076,1693898165.251076,14,1189,1.000000,84.92857142857143,1189,14,web-browsing
1693898165.251076,1693898166.251076,3,341,1.000000,113.66666666666667,341,3,web-browsing
1693898166.251076,1693898167.251076,99,8394,1.000000,84.78787878787878,8394,99,web-browsing
1693898167.251076,1693898168.251076,23,1697,1.000000,73.78260869565217,1697,23,web-browsing
